twitter,ADE_or_not
Xarelto ad: you may bruise easier and it may take longer for bleeding to stop. You fuckin kidding me?HOW MUCH LOBGER CUZ I WONT HAVE ALL DAY,0
"@OmicsOmicsBlog @matthewherper @richmeyer Tysabri is alpha4beta1; vedolizumab is alpha4beta7, this integrin used for access lamina propria",0
Fuck trazodone bring me sleep. Lightning paint the picture thunder scores the show.,0
@jen_hintz I'll wait until my next dose of the meds and take my trazodone and hopefully sleep through it. Rain is coming tho. ugh,0
"Somebody needs to get Amanda Bynes on Seroquel, Abilify, something",0
I hate Trazodone more than I hate myself and that is a lot,0
@tasteandjustice oh no way to that. paxil has been the only med that has worked for me so far,0
@CallMe_Mone depression it hurts cymbalta can help ^_^,0
What's IV incompatible with ciprofloxacin??,0
“@vyvanseswag: I run on Vyvanse and RedBull.” So done with that life. Vyvance cooked my brain like a stove top,1
"just wondering why doctors prescribe dangerous, addictive medications without any warning to patients.  Paxil, for instance.",1
Free 80mg vyvanse from my dads employee for this long day lol #thanks,0
@Lanternlizard I usually take an IR quetiapine at night. Didn't tonight. That's part of the issue.,0
@HeatherM211 @DavidJuurlink yup. Tho wonder if this is increased risk w/ dabigatran vs loss of protection from Coumadin.,0
sucking on the moon like a lozenge,0
@patersonjeff I think he's practicing with a lozenge in his mouth... to ease the fans into this transition.,0
Indian drugmaker Claris Lifesciences Ltd said late on Thursday that U.S. health regulators approved its antibiotic Levofloxacin injection.,0
Pop Yo Ass Like A Seroquel But I Aint Gotta Shoot Cause My Niggas Will #RipTommy,0
@Olga_M_O yay! Its now called Love &Prozac and it opens 24 July at Sandton theatre on the square. Book through strictly tickets,0
need some seroquel,0
"@clara1403 Shylo is doing amazing. Moving better each day, grumpy cause he wants out of his cage but cant. Im on humira again nxt wk woo xx",0
FDA Investigating Deaths Following Zyprexa Injections: The Food and Drug Administration (FDA) issued an alert ... http://bit.ly/19O0srA ,0
@NeelieB @DavidJuurlink @US_FDA hot flashes won't be around forever; but weaning of paroxetine could be a nightmare,1
somma yall need to take Prozac,0
Fan Post: Does anyone know what I can take for anxiety and panic attacks with 100 mg of Quetiapine please?,0
Deb needs a throat lozenge,0
@DJHall42 @jennatownsend13 uhhh actually vyvanse****,0
@lanceharris31 @ryandnoll The Trazodone must've got him.haha ,0
"Rules of Prozac: 1: You can never sleep, ever again. NEVER EVER 2: No you may NOT switch your brain off. Ever. 3: Exhaustion is your friend.",0
Our exclusive weight loss teas contain super oolongs with 40x the Gamma-Aminobutyric acid content of regular green tea! Sophie Xx #diet,0
"Bristol-Myers Squibb Company, Pfizer Inc.'s Eliquis Equal To Warfarin to Halt Blood Clots: Staying up-to-date ... http://bit.ly/1azlFpE ",0
Cymbalta commercials... Where the side effects are longer than the actual advertisement,0
The key to ultimate success and unlimited money is to develop a sore throat lozenge that actually works #fastreliefmyass,0
@ncbi_pubmed I have read over 2500 journal abstracts and titles on Pubmed website on the antipsychotic I take namely olanzapine,0
"@nytimeshealth does concern stem from paroxetine's effect on regulation of serotonin in brain? That would be mine #medicine #women's
health",0
WTF IS GOING ON I FEEL LIKE IM ON VYVANSE RIGHT NOW,0
ugh I wish my vyvanse didn't make my stomach hurt so bad,1
"@MikeyJ norovirus persistent carriage -> gave mice cipro -> norovirus was lost, assumes bacterium is involved",0
"@BobbieCasteel took perocet, naproxen, namenda, topamax, cymbalta. Plus heat on back earlier used tens unit & lidocaine cream",0
"@Katelli_Pasta lol the only one I can remember is ""Depression hurts...Cymbalta can help!""",0
"@JeSuisUnDan it's the only way to go about your business with any degree of peace ... Regular, planned naps ... And fluoxetine",0
"Vyvanse, commonly known as OCD in a pill.",0
Grandpa thinks Batman could use a throat lozenge. Lol gramps. Lol.,0
#effexor #withdrawl is a monster that i have taken by the horns and am wrestling to the ground...this time i am winning! 7thdayfree,1
"Dabigatran not working in this obese pt, maybe contributing to his stroke. Saved by tPA.... Speechlesshttp://www.nejm.org/doi/full/10.1056/NEJMc1215900?af=R&rss=currentIssue&utm_source=feedly …",1
@jstabila @KelieAna either the zoloft or Trazodone,0
God humira shots blow so bad... #painful #crohnssucks,1
@MissLacyB @PBandJenelley_1 I blame my short attention span. Vyvanse wore off 5 hours ago lol,0
"@SarahChoueiry 
It could be related to IBD itself, mainly with Vits Deficiency or can be related to Humira",0
Diagnosis but agrees that it can be worked on with CBT. He's upped the lamotrigine to 200mg and wants me on it no less that 2 years as long,0
@mocoddle We should just add prozac to the water supply. Problem solved!,0
"@bettieriot I'm not sure my lack of planning would be considered an emergency, it is my (friend's) own fault. It's taking venlafaxine that",0
"@bipolarvoice and remember ""it's for the lack of quetiapine, it's not me"". my doctor says that it works",0
Question: anyone on #humira experiencing urinary track infections frequently and never had before?,1
Half of seroquel equals 12 hrs.,0
Just got coerced into another dinner with Xarelto tomorrow night...  #freefoodiguess #ihopemybossbails,0
"@baybeecarrot 
Trazodone
But you might have troubles waking up in the morning. 1/2 tablet is enough for a night I could give you 10 for 10$?",0
@lucilleparr I take quetiapine and it's supposed to just relax me I end up falling asleep within 2 hours. My brain's always scattered haha,1
@SeteMTL2012 I don't take anything but baclofen and the occasional Valium for spasticity now. #MSsucks,0
whoa quetiapine stop making me feel drowsy yo,1
"@SassyPharmD Definitely combos. Right now I'm on Lamictal, Abilify (samples on that one, too) and Viibryd.",0
“@UberFacts: Bananas contain a natural chemical that can make a person happy - The same chemical found in Prozac.” Banana nation,0
"So unfair, I never get the good side effects of meds. Ativan, Seroquel, & Ambien XR make me feel so drink I cant really walk & Im nauseated",1
What's people's opinion on their use or knowledge of Cymbalta. Want to know before I start taking it.,0
"Common side effects of fluoxetine (for stress, anxiety and depression) is completed suicide. Not quite what Id class as a 'side' effect.",0
@katemidd123 @kalez69 im humira/thiogaunine so fingers crossed x,0
"@wildpursuits @modelbebegirl me I take pretty strong doses of: Fluoxetine, Lithium, and Seroquel",0
Grindin off caffeine & nicotine. #Linework,0
@MelissaDee_ I do 2 per week - method and enbrel and its nothing.,0
Did you know twitter is as addicting as nicotine ?,0
So rivaroxaban gets NICE approved for treatment of pulmonary embolism. More patient friendly & cheaper th current therapy. BUT...,0
Is that a bottle of Prozac in your pocket or are you just sad to see me?,0
Half awake and po'd! 60mg of baclofen and 14mg of valium.... legs still spasmed too much to get tatted. I hatechyu legs!,1
"the cymbalta side effects tho... lmao blisters, fainting, suicide, abdominal pain. good lord.  this commercial cracks me up for some reason",0
"CX, that's 7 trials of 5 biosims for $NVS ... Novartis starts PhIII trial of biosimilar of Amgen's Enbrel. http://reut.rs/17xzgxj  $AMGN",0
Anyone ever taken Lamictal? Curious as to the side effects. Google says everything from insomnia to death...,0
I quit Alcohol & nicotine right now!! ,0
@MisMandyNKOTBSB are you losing weight on Victoza? I just started today. I really need my appetite reduced.,0
@SarahCherry88 I have yearly blood tests to check on glucose levels and cholesterol levels as taking olanzapine could affect these,0
This seroquel got me lo0o0py as helll.  This status took me at least thirty minutes to type I keep waking up without knowing I feel asleep,1
@kumailn @marcmaron I foresee the dynamic changing halfway thru when Kumail heimlichs Marc as he chokes on a nicotine lozenge.,0
I constantly count my pills and days until my next refill. #paxil #panic #anxiety,0
Just saw the Enbrel commercial.  Which one of those kids is carrying Phil's beans?,0
New data on #linagliptin presented @2013ada showing no associated link with #cardio events in #T2Dhttp://ow.ly/1Y2qyB ,0
@lilturnerrr I need at lozenge so bad right now,0
#FDA Drug Safety Communication: FDA is investigating two  deaths following injection of #Zyprexa Relprevv http://1.usa.gov/13Qt4eU ,0
sucking on the moon like a lozenge,0
Rivaroxaban diary day 22 then add 1 drug at a time at weekly intervals. Surely easiest way to lower BP is to lose weight.,0
"@TangerineTw 
McEvoy J. P., et al. Lurasidone 
A Randomized, 6-Week, Open-Label Study. J Clin Psychiatry 2013
#switch non mi convince! No!",0
The new cipro is CICP...,0
"@DestinLegarie It's not a cure, but Cepacol is a pretty potent lozenge. Post nasal drip is usually the cause, so mucinex/nasal spray help.",0
@K_Mowers The abilify and lamictal I'm just quitting.,0
@maris813 mine too!! Last September I was nearly bedridden..... Today after my 17th infusion I walked 25m in 35 seconds!! Tysabri rules !!,0
@GameOverGreggy @IGN Bruce buffer needs a throat lozenge,0
"Oh, you want some Geodon? Why don't you give me a urine sample and then I'll let the voices know. #psychmeetser",0
"so thankful for my prozac who i affectionately refer to as glenn, sometimes. ""you'll always be my best friend. you know too much.""",0
"FQs:
Both Levofloxacin and Ciprofloxacin require renal dose adjustment.

Moxifloxacin does NOT require renal dose adjustment.

#HarvardID",0
"On a low. May 8th marks 3mths of unemployment, hoping when the fluoxetine kicks in my moods will stabilise. #herestohoping",0
@oli_rayner @AndyBiotech and tobi doesn't seem to put much of dent in pa. Almost not worth the downside when using cipro,0
Warning: Trazodone will show a false positive for ecstasy.,0
When 97% of your drugs ad is a list side effects it's not even fun to make fun of anymore. #cymbalta #DepressionIsNoLaughingMatter.,0
@guyswife1111111 A lot of psych medications might be the problem. Typically Alzheimer's patients are treated with patches and Namenda.,0
".@stillgray @rarebasement @mikesacco As a guy on Adderall and Fluoxetine, I can attest that our brain chemistry is not constant.",0
"For causal inference, the VRA debate raises question of effect under treatment (""Prozac"") vs effect after treatment (""Cipro"").",0
Bouta go take my seroquel and pass outttttttty ,0
Compston - data not clear on when to stop risedronate therapy in #osteoporosis ^CN #Rheum2013,0
"And here we are ... Full circle.
Disaster averted 
#bout
#dat
#Paxil
#life 
Lmaooooo ""I called it first""",0
*cough* i dont really *cough* have a bad cough *cough* we all know college friend is you *cough* slut *cough*...does anybody have a lozenge?,0
Bananas contain a natural chemical that can make a person happy - The same chemical found in Prozac.,0
Is Cymbalta an antidepressant or medication for rheumatoid arthritis?,0
huge fan of the narrative in the xarelto commercial where the man points at a poster of new zealand then says 'NEW ZEALAND'.,0
"And, on seven drums, the Tom Fluoxetine Orchestra.",0
Why did I take a vyvanse today? Im so stupidddd,0
"@duncantrussell I watched that movie ""Side Effects"" while coming off Paxil and relapsed",1
See Rheumy today. 3 month check up. My pred is down to 2 1/2. Still on Enbrel & MTX. Wrists hurt more since lowed pred.,0
And he's getting addicted to nicotine.,0
#BDS & #muslims forbidden to use of  #ISRAEL COPAXONE®  REBIF® Exelon® DOXIL® Azilect® GONAL ®etanercept- perpeyuate #israel occupation,0
“@UberFacts: Bananas contain a natural chemical that can make a person happy - The same chemical found in Prozac.” @JamieWalsh93,0
Eliquis launch vis-a-vis Xarelto post-AF approval.3rd to mkt also playing a role CC: @chasingthealpha @ColfaxCapitalpic.twitter.com/RO6Nhemyr1,0
Ciprofloxacin + metoclopramide + paracetamol = my new best friends,0
Speaking of stress I forgot my Prozac again today #dammit,0
@CeeJoz Haha.I haven't enough Prozac to handle that scenario.,0
Reports in that #Pens goal squad is reporting for emergency shock treatment. #NBC announcers will begin doubling Prozac  #Bruins#SHOWRESPECT,0
I'm not prozac... im not a possession... Or a thing... that delivers happiness.. I'm a person... And you need to learn that..,0
"SSRI Birth Injury Drugs:  Celexa, Effexor, Lexapro, Paxil, Prozac, and Zoloft. Call now to speak with an attorney. 1.888.520.5202.",0
@tysonstown When I was on Fluoxetine I was dead from the waist down. Even Frankenstein couldn't have helped...,0
